speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
Fis-34805,11744,Eustomias,enbarbatus,Barbate dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34806,11746,Eustomias,fissibarbis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,High,
Fis-34812,11752,Eustomias,macrurus,Yellowstem dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34817,11757,Eustomias,schmidti,Schmidt's dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34818,11758,Eustomias,simplex,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28192,11763,Flagellostomias,boureei,Longbarb dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28196,11769,Leptostomias,gladiator,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34827,11772,Melanostomias,bartonbeani,Scaleless black dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34829,11777,Melanostomias,niger,Fangtooth dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34830,11778,Melanostomias,melanops,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34832,11781,Melanostomias,paucilaternatus,Spothead dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28200,11782,Melanostomias,tentaculatus,Tentacle dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28201,11784,Pachystomias,microdon,Smalltooth dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34834,11786,Photonectes,caerulescens,Bulbless dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28203,11790,Photonectes,margarita,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Medium,
Fis-34838,11791,Photonectes,mirabilis,Blueband dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34846,11803,Aristostomias,grimaldii,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34847,11806,Aristostomias,polydactylus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,High,
Fis-34849,11810,Aristostomias,xenostoma,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34854,11828,Idiacanthus,fasciola,Ribbon sawtail fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Medium,
Fis-28238,11875,Bolinichthys,indicus,Lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-28239,11876,Bolinichthys,photothorax,Spurcheek lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-28240,11879,Centrobranchus,nigroocellatus,Roundnose lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,High,
Fis-28432,12275,Pteraclis,velifera,Spotted fanfish,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,,
Fis-28436,12279,Pterycombus,petersii,Prickly fanfish,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,,
Fis-35155,12413,Diaphus,mollis,Soft lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-48224,12415,Lestidiops,jayakari,Pacific barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-35609,13690,Cypselurus,angusticeps,Narrowhead flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-21960,14241,Trachipterus,jacksonensis,Blackflash ribbonfish,Animalia,Chordata,Actinopterygii,Lampriformes,Trachipteridae,,
Fis-47773,15693,Hoplostethus,melanopterus,Blackfin roughy,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-48116,15803,Avocettina,paucipora,,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,
Fis-48141,15811,Narcetes,lloydi,Lloyd's slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-48153,15819,Astronesthes,boulengeri,Boulenger's snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-48978,16276,Macrouroides,inflaticeps,Inflated whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53281,16277,Hymenogadus,gracilis,Slender membranehead,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-49079,16302,Lophodolos,acanthognathus,Whalehead dreamer,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-49668,16451,Asquamiceps,hjorti,Barethroat slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-49711,16473,Mentodus,rostratus,,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Low,
Fis-49717,16475,Mentodus,perforatus,,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-49729,16483,Mentodus,facilis,,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-49750,16497,Neonesthes,microcephalus,Smallhead snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-49863,16584,Paralepis,brevirostris,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-49883,16594,Stemonosudis,gracilis,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-49902,16604,Evermannella,indica,Indian sabretooth,Animalia,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,
Fis-49909,16608,Odontostomops,normalops,Undistinguished sabretooth,Animalia,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,
Fis-49913,16617,Benthalbella,infans,Zugmayer's pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49921,16627,Scopelarchoides,danae,Dana pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49922,16630,Scopelarchus,analis,Short fin pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49934,16633,Scopelarchus,guentheri,Staring pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49936,16636,Scopelarchus,michaelsarsi,Bigfin pearleye,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,,
Fis-49951,16650,Diaphus,diadematus,Crown lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-49952,16651,Diaphus,luetkeni,Luetken's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-49983,16667,Lampadena,chavesi,Chaves' lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-49988,16673,Lampadena,speculigera,Mirror lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50009,16684,Lampanyctus,festivus,Festive lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Medium,
Fis-50030,16699,Astronesthes,trifibulatus,Triplethread snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-50036,16702,Eustomias,bulbornatus,Grapevine dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-50038,16704,Opostomias,micripnus,Obese dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-50052,16715,Myctophum,phengodes,Bright lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50053,16716,Sternoptyx,obscura,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-50061,16720,Symbolophorus,barnardi,Barnards lanternfishes,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50075,16727,Stemonosudis,macrura,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-50079,16728,Coccorella,atlantica,Atlantic sabretooth,Animalia,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,
Fis-50081,16729,Diaphus,aliciae,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50089,16735,Diaphus,jenseni,Jensen's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50124,16749,Diaphus,nielseni,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50127,16752,Diaphus,parri,Parr's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50130,16753,Diaphus,richardsoni,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50131,16754,Diaphus,thiollierei,Thiolliere's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50148,16761,Lampanyctus,lepidolychnus,Mermaid lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-50152,16763,Lampanyctus,turneri,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-61204,16772,Coryphaenoides,striaturus,Striate whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50183,16773,Gadomus,capensis,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50186,16774,Mesobius,antipodum,Bathypelagic rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50295,16852,Parataeniophorus,brevis,Short tapetail,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,
Fis-50301,16855,Melamphaes,simus,Ridgehead,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-50311,16859,Scopeloberyx,opisthopterus,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-50370,16873,Caulophryne,polynema,,Animalia,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,,
Fis-50449,16912,Dolopichthys,longicornis,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50458,16919,Kali,indica,,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,,
Fis-50459,16920,Kali,macrodon,,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,,
Fis-50465,16923,Lophodolos,indicus,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50569,16972,Ceratias,uranoscopus,Stargazing seadevil,Animalia,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,,
Fis-50614,17006,Haplophryne,mollis,Soft leafvent angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae,,
Fis-50764,17075,Abyssobrotula,galatheae,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50837,17097,Cetonurus,globiceps,Globehead grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-51000,17178,Melamphaes,polylepis,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-52857,22977,Scopelosaurus,mauli,Maul's waryfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,
Fis-52908,23011,Diaphus,regani,Regan's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-52942,23034,Lestidiops,indopacifica,Indo-Pacific barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-53159,23144,Margrethia,valentinae,,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-53257,23172,Gadomus,multifilis,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-136002,23333,Odontanthias,borbonius,Checked swallowtail,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-53882,23469,Eumegistus,illustris,Brilliant pomfret,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,,
Fis-55519,24468,Serrivomer,jesperseni,Crossthroat sawpalate,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,
Fis-55964,24623,Scopelosaurus,ahlstromi,Ahlstrom's waryfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,
Fis-56411,24762,Himantolophus,appelii,Prickly footballfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,
Fis-59915,26371,Schedophilus,velaini,Violet warehou,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,,
Fis-62407,27422,Myctophum,lychnobium,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-143857,27423,Lestrolepis,luetkeni,Naked barracuda,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-114556,47157,Bathygadus,spongiceps,Spongy rat tail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-123959,50556,Astronesthes,luetkeni,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-125170,51195,Astronesthes,bilobatus,Twinlobe snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-143867,58776,Himantolophus,cornifer,,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,,
Fis-149465,60930,Nannobrachium,wisneri,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-150162,61183,Serrivomer,garmani,,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,
Fis-161040,63863,Photostomias,atrox,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-161117,63903,Argyripnus,pharos,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-164216,65547,Poromitra,macrophthalma,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-52165,65579,Kali,kerberti,,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,,
Fis-167583,66767,Photonectes,waitti,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33748,10002,Asquamiceps,velaris,Fanfin smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-34791,11723,Bathophilus,irregularis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-52720,22866,Melanostomias,pollicifer,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-56113,24676,Diaphus,drachmanni,Drachmann's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-61382,27133,Sphagemacrurus,richardi,Richard's whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-125140,51177,Astronesthes,tchuvasovi,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-125146,51179,Astronesthes,quasiindicus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-126118,51704,Rhynchactis,macrothrix,,Animalia,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,
Fis-127586,52723,Alcockia,rostrata,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-138067,56333,Brotulotaenia,nielseni,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-138172,56411,Barathronus,diaphanus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae,,
Fis-139596,57307,Typhlonus,nasus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-144507,59126,Oneirodes,flagellifer,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-144516,59132,Oneirodes,thysanema,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-145126,59483,Aldrovandia,mediorostris,,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,,
Fis-159319,63387,Dolichopteryx,minuscula,,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,,
Fis-160467,63603,Stemonosudis,elongata,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-163770,65386,Poromitra,coronata,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-26653,7708,Pomadasys,stridens,Striped piggy,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,1,
Fis-28123,11512,Albula,glossodonta,Roundjaw bonefish,Animalia,Chordata,Actinopterygii,Albuliformes,Albulidae,1,
Fis-32587,7936,Rhabdosargus,thorpei,Bigeye stumpnose,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Medium,1
Fis-26147,6479,Saurida,tumbil,Greater lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,1,
Fis-25680,5526,Acanthopagrus,berda,Goldsilk seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,1,
Fis-54327,5822,Scorpaenopsis,oxycephala,Tassled scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,1,
Fis-53544,9,Abalistes,stellaris,Starry triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,
Fis-8344,10,Alectis,indica,Indian threadfish,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,
Fis-22764,76,Helicolenus,dactylopterus,Blackbelly rosefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,
Fis-22766,77,Istiophorus,platypterus,Indo-Pacific sailfish,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,,
Fis-22748,80,Chanos,chanos,Milkfish,Animalia,Chordata,Actinopterygii,Gonorynchiformes,Chanidae,,
Fis-22737,81,Aphareus,furca,Small toothed jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29276,83,Aphareus,rutilans,Rusty jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29278,84,Aprion,virescens,Green jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29375,87,Etelis,carbunculus,Deep-water red snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22747,90,Cetorhinus,maximus,Basking shark,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,,
Fis-29265,91,Allothunnus,fallai,Slender tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22738,93,Auxis,rochei,Bullet tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Medium,
Fis-22739,94,Auxis,thazard,Frigate tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22758,96,Euthynnus,affinis,Kawakawa,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-21662,104,Grammatorcynus,bilineatus,Double-lined mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22776,106,Gymnosarda,unicolor,Dogtooth tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22813,111,Rastrelliger,kanagurta,Indian mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22817,114,Sarda,orientalis,Striped bonito,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-29506,116,Scomber,australasicus,Blue mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-29507,117,Scomber,japonicus,Chub mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22820,121,Scomberomorus,commerson,Narrow-barred Spanish mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-3059,127,Apogonichthyoides,taeniatus,Twobelt cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-29511,132,Scomberomorus,plurilineatus,Kanadi kingfish,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-29532,139,Squalus,acanthias,Picked dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,,
Fis-22835,145,Thunnus,maccoyii,Southern bluefin tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-22838,148,Thunnus,tonggol,Longtail tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Medium,
Fis-22783,156,Lutjanus,kasmira,Common bluestripe snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29439,159,Lutjanus,lutjanus,Bigeye snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22790,166,Lutjanus,monostigma,One-spot snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22791,168,Lutjanus,notatus,Bluestriped snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22793,172,Lutjanus,quinquelineatus,Five-lined snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22794,173,Lutjanus,rivulatus,Blubberlip snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-53903,176,Lutjanus,russellii,Russell's snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22796,177,Lutjanus,sanguineus,Humphead snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22797,178,Lutjanus,sebae,Emperor red snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22803,187,Macolor,niger,Black and white snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29468,192,Paracaesio,sordida,Dirty ordure snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-47262,194,Paracaesio,xanthura,Yellowtail blue snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-21658,196,Pinjalo,pinjalo,Pinjalo,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22937,201,Pristipomoides,filamentosus,Crimson jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22952,204,Sarpa,salpa,Salema,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-22939,208,Pristipomoides,multidens,Goldbanded jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22940,209,Pristipomoides,sieboldii,Lavender jobfish,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22941,211,Pristipomoides,zonatus,Oblique-banded snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22899,218,Makaira,mazara,Indo-Pacific blue marlin,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,,
Fis-29312,225,Callionymus,filamentosus,Blotchfin dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-22902,227,Megalops,cyprinoides,Indo-Pacific tarpon,Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae,,
Fis-22878,260,Harpadon,nehereus,Bombay-duck,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-146035,261,Lutjanus,fulviflamma,Dory snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22893,262,Lutjanus,fulvus,Blacktail snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22896,264,Lutjanus,johnii,John's snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-22894,265,Lutjanus,gibbus,Humpback red snapper,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,,
Fis-29396,288,Galeichthys,feliceps,White barbel,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,,
Fis-22897,333,Macroramphosus,scolopax,Longspine snipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Centriscidae,,
Fis-29419,334,Hoplostethus,atlanticus,Orange roughy,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
